ынээԓьэ ивнин гытым эквэтгъэт нэмэ амъянра	 ы н э э ԓ ь _ э _ и в _ ни _ н _ г ы т ы м _ э к в э т _ гъэ _ т _ н э м э _ а м _ ъян _ ра _ 
нотагты гаԓгоратваԓенат нэмэ эԓьувыԓгыкэ ӄуԓиникэк нэмэ	 н о т а _ гты _ г а _  ԓ г о р а _ тва _ ԓена _ т _ н э м э _ э _ ԓьу _  в ы ԓ г ы _  к _ э _ ӄ у ԓ и н и к э _ к _ н э м э _ 
ԓьувыԓгыгъэт нэмэ йынатъёоӈӈонэн ытԓенъютэ умиԓгу нинивӄин ынӈатаԓым	 ԓ ь у _  в ы ԓ г ы _ гъэ _ т _ н э м э _ й ы н _  а т ъ ё о _  ӈ ӈ о _  н э _  н _ ы т ԓ е н _ ъют _ э _ у м и ԓ г у _ н _  и н _ ив _ ӄин _ ы н ӈ а т _ аԓым _ 
эты игыр тыйъогыр умиԓгу нычимгъуӄин нивӄин нинивӄин	 э т ы _ и г ы р _ т ы _  й ъ о _  г ы р _ у м и ԓ г у _ н ы _  ч и м г ъ у _  ӄ и н _ н _ ив _ ӄин _ н _  и н _ ив _ ӄин _ 
ытԓенъютэ умиԓгунэ ивнин вынэ эвыр опопы амыным моогъат	 ы т ԓ е н _ ъют _ э _ у м и ԓ г у _  н э _ и в _ ни _ н _ в ы н э _ э в ы р _ о п о п ы _ а м _ ыным _ м о о _  г ъ а _ т _ 
тэйкэвкы иам нэнагнатъёоӄэн ынээԓьын тутъыԓӄутынэ миӈкыри ӄун	 т э й к э в _  к ы _ и а м _ н _  э н а _  г н а _ т _  ъ ё о _  ӄ э н _ ы н э э ԓ ь ы _ н _ т у т _  ъ ы ԓ ӄ _  у т ы _  н _  э _ м и ӈ _ кы _ ри _ ӄ у н _ 
ытԓён ёргэты ваԓьын чама	 ы т ԓ ё н _ ё р г _ эты _ ва _ ԓьы _ н _ ч а м а _ 
тотъэты ваԓьын ынкъам ынӄэната ынээԓьын нэнагнатӄэн	 т о т _  ъ _ эты _ ва _ ԓьы _ н _ ы н к ъ а м _ ы н ӄ э н а _ та _ ы н э э ԓ ь ы _ н _ н _  э н а _  г н а _ т _ ӄэн _ 
ԓыгэн ӄун ёргэты ваԓьын	 ԓ ы г э н _ ӄ у н _ ё р г _  э т ы _ ва _ ԓьы _ н _ 
аны нинэнтэйкэвэтӄин ынээԓьэ аны ӄэйвэ гэԓгэрмэвӄээтԓин тутъыԓӄутӄэй	 а н ы _ н _  и н э _  н _  т э й к э в _ эт _ ӄин _ ы н э э ԓ ь _ э _ а н ы _ ӄ э й в э _ г э _  ԓ г э _  р м э в _  ӄ э э т _ ԓин _ т у т _  ъ ы ԓ ӄ _  у т _  ӄ э й _ 
рыпэт	 р ы п э т _ 
ӄун нутэсӄын ӄынур ыԓьыԓ 	 ӄ у н _ н у т э _  с _ ӄын _ ӄ ы н у р _ ы _ ԓьы _ ԓ _ _ 
гыткат ӈэнри нунрэпэтӄинэт миԓгунэ	 г ы т к а _ т _ ӈ э н _  р и _ н у н _  р э п э т _  ӄ и н э _ т _ м _  и ԓ г у _  н э _ 
эннэпы эйминнин ынкъам нинэтиӈуткуӄин ыныкаӈӄачагты	 э н н _ эпы _ э й м и н _ ни _ н _ ы н к ъ а м _ н _  и н э _  т _  и ӈ у т к у _  ӄ и н _ ы н ы _  к а _  ӈ ӄ а ч а _ гты _ 
аны ныкытъыматыԓьатӄэн тутъыԓӄут 	 а н ы _ н ы _  к ы _  т _  ъ ы м а т ы _  ԓ ь а т _  ӄ э н _ т у т _  ъ ы ԓ ӄ у т _ _ 
ытԓенъюӄэй ԓюур ръэнут пэгԓягъэ ԓыгэн	 ы т ԓ е н _  ъ ю ӄ э й _ ԓ ю у р _ р ъ э н у т _ п э г ԓ я _  г ъ э _ ԓ ы г э н _ 
эвыр ынкэӄэй пэӄэттатгъэ ытԓеӈи ӄытԓыги ытԓенъюн	 э в ы р _ ы н к э _  ӄ э й _ п э ӄ э т _  т а т _ гъэ _ ы т ԓ е _ ӈи _ ӄ ы т ԓ ы г и _ ы т ԓ е н _  ъ ю _ н _ 
гыткаԓгын рыйыԓгынтэннин аны гакапчачавԓен	 г ы т к а _  ԓ г ы _  н _ р ы _  й ы ԓ _  г ы н т э н _ ни _ н _ а н ы _ г а к а п ч а ч а в _ ԓен _ 
умиԓгу чама гэейвэчетԓин тотъытԓянъёгты ынӄо рырагтаннэн нотайпы	 у м и ԓ г у _ ч а м а _ г э _  е й в э _  ч е т _ ԓин _ т о т ъ ы т ԓ я н ъ ё _  г т ы _ ы н ӄ о _ р ы _  р а _ гт _ ан _ нэ _ н _ н о т а _  й п ы _ 
имтитэ ытԓыгэ пынԓёнэн авъеткынка нытваӄэн умиԓгу ынӄо ытԓеӈи иквъи ынӄо	 и м т и т э _ ы т ԓ ы г _ э _ п ы н ԓ ё _  н э н _ а в ъ е _ ткын _ к _ а _ н ы _ тва _ ӄэн _ у м и ԓ г у _ ы н ӄ о _ ы т ԓ е _ ӈи _ и к _ въ _ и _ ы н ӄ о _ 
ытԓыгын иквъи ынӄо умиԓгу нэмэ эквэтгъи ытԓеӈиым ярак пэԓятгъэ ярак	 ы т ԓ ы г ы _ н _ и к _ въ _ и _ ы н ӄ о _ у м и ԓ г у _ н э м э _ э к в э т _ гъ _ и _ ы т ԓ е ӈ _  и ы м _ я р а _ к _ п э ԓ я _  т _ гъэ _ я р а _ к _ 
гаԓгоратъыԓытваԓен тутъыԓӄут ынӄо мэԓеквъи тутъыԓӄут ԓыгэн эвыр	 г а _  ԓ г о р а _  т ъ ы ԓ ы _  т в а _ ԓен _ т у т _  ъ ы ԓ ӄ у т _ ы н ӄ о _ м э ԓ е к _ въ _ и _ т у т _  ъ ы ԓ ӄ _  у т _ ԓ ы г э н _ э в ы р _ 
эквэтгъи нотагты тутъыԓӄут аны горатваԓен тутъыԓӄут рэрмэвӈык	 э к в э т _ гъ _ и _ н о т а _ гты _ т у т _  ъ ы ԓ ӄ _  у т _ а н ы _ г о р а _ тва _  ԓ е н _ т у т _  ъ ы ԓ ӄ _  у т _ р э р м э в _  ӈ ы к _ 
ӄынвэр нэмэ ԓюур ԓьувыԓгыгъэт гэнээԓьэ ынкы	 ӄ ы н в э р _ н э м э _ ԓ ю у р _ ԓ ь у _  в ы ԓ г ы _ гъэ _  т _ г э _  н э э ԓ ь _ э _ ы н _ кы _ 
ынээԓьын гаԓгэкоргавԓен ынӄо	 ы н э э ԓ ь ы _ н _ г а _  ԓ г э _  к о р г а в _  ԓ е н _ ы н ӄ о _ 
ивнин умиԓгунэ ытԓеӈи ынӄэным	 и в _ ни _ н _ у м и ԓ г у _  н э _ ы т ԓ е _ ӈи _ ы н ӄ э н ы м _ 
виин раԓьонъёно	 в и и н _ р а _  ԓ ь о _  н ъ ё _  н о _ 
мыныԓгын энмэч виин ёпынвыӈаеты	 м ы н ы _  ԓ г ы _ н _ э н м э ч _ в и и н _ ё _  п ы н в ы _  ӈ а _  е т ы _ 
мынытԓепыткусӄивмык ёпынвыӈаеты эквэтгъэт	 м ы н ы _  т _  ԓ е п ы _ тку _ сӄив _  м ы к _ ё _  п ы н в ы _  ӈ а _  е т ы _ э к в э т _  г ъ э _ т _ 
гэтԓенъютэ аны	 г э _  т _  ԓ е н _  ъ ю т _ э _ а н ы _ 
ынкы гапэрӄытваԓенат ёпынвыӈайгэӈкы	 ы н _ кы _ г а _  п э р ӄ ы _ тва _ ԓена _ т _ ё _  п ы н в ы _  ӈ а й _  г э ӈ _ кы _ 
ԓюур рай ӄоԓ	 ԓ ю у р _ р а й _ ӄ о ԓ _ 
ёпыԓӄэвыԓьын ёпынвыӈаеты	 ё п ы ԓ ӄ э в ы _  ԓ ь ы _  н _ ё _  п ы н в ы _  ӈ а _  е т ы _ 
аны ԓыгэн ӄынур йъаяӄ ныԓеӄин наӄам	 а н ы _ ԓ ы г э н _ ӄ ы н у р _ й ъ а _  я _ ӄ _ н ы _  ԓ е _ ӄин _ н а ӄ а м _ 
иԓгиръыԓьын ынӄэн ёпыԓӄэвыԓьын	 и ԓ г и _  р ъ ы _ ԓьы _ н _ ы н ӄ э н _ ё п ы ԓ ӄ э в ы _  ԓ ь ы _ н _ 
торъаатчек туринъытвиԓьын ынӄо ынӄэн	 т о р ъ а а т _  ч е _  к _ т у р и _  н ъ ы _  т в и _  ԓ ь ы _ н _ ы н ӄ о _ ы н ӄ э н _ 
оравэтԓьан кытэӄэй ынкы	 о р а в э т ԓ ь а _ н _ к ы т э _ ӄэй _ ы н _ кы _ 
вагъэ ынӄо эквэтгъи ынӄо нэмэ	 в а _  г ъ _ э _ ы н ӄ о _ э к в э т _ гъ _ и _ ы н ӄ о _ н э м э _ 
ӄоԓ пыкиргъи ёпынвыӈаеты ынраӄ	 ӄ о ԓ _ п ы к и р _ гъ _ и _ ё _  п ы н в ы _  ӈ а _  е т ы _ ы н р а _ ӄ _ 
ытԓенъютэ нинивӄин ынээԓьын нинивӄин умиԓгунэ наӄам мэрынрэӄэй	 ы т ԓ е н _ ъют _ э _ н _  и н _ ив _ ӄин _ ы н э э ԓ ь ы _ н _ н _  и н _ ив _ ӄин _ у м и ԓ г у _  н э _ н а ӄ а м _ м э р ы н р э _ ӄэй _ 
нывэтгавӄэнат ытри нинивӄин ытԓенъютэ ӄынвэр эквэтгъи	 ны _  в э т г а в _  ӄ э н а _ т _ ы т р и _ н _  и н _ ив _ ӄин _ ы т ԓ е н _ ъют _ э _ ӄ ы н в э р _ э к в э т _  г ъ _ и _ 
ԓюур ӄуԓиникэк коԓё пыкитчыӄиквъи оравэтԓьан ӄынур кэйӈын аны	 ԓ ю у р _ ӄ у ԓ и н и к э _ к _ к о ԓ ё _ п ы к и т ч ы ӄ и к _ въ _ и _ о р а в э т ԓ ь а _ н _ ӄ ы н у р _ к э й ӈ ы _ н _ а н ы _ 
ынӄэн ытԓенъюӄэй наӄамԓым ԓыгайыԓгавыԓьатыӈӈой ынӄо ытԓён нивӄин ынӄэн	 ы н ӄ э н _ ы т ԓ е н _  ъ ю ӄ э й _ н а ӄ а м _  ԓ ы м _ ԓ ы г а _  й ы ԓ _  г а в ы _  ԓ ь _  а т ы _ ӈӈо _  й _ ы н ӄ о _ ы т ԓ ё н _ н _ ив _ ӄин _ ы н ӄ э н _ 
умиԓгу аны ытԓеӈи найыԓгавӄэн ытԓенъютэ	 у м и ԓ г у _ а н ы _ ы т ԓ е _ ӈи _ н а _  й ы ԓ _ гав _  ӄ э н _ ы т ԓ е н _ ъют _ э _ 
нинивӄин ынӄо ивнин ытԓеӈи	 н _  и н _ ив _ ӄин _ ы н ӄ о _ и в _ ни _ н _ ы т ԓ е _ ӈи _ 
эвыр рэнанмыгъа гым ынӈэ гыт вэты ӄун урэвкэ ԓыгэн ӄонпы ынкы	 э в ы р _ р э н а _ нмы _ гъа _ г ы м _ ы н ӈ э _ г ы т _ в э т ы _ ӄ у н _ у р э в _ к _ э _ ԓ ы г э н _ ӄ о н п ы _ ы н _ кы _ 
ӄатчытваркын вытку рэквэтгъэ ытԓён ынкы	 ӄ а т ч ы _  т в а _  р к ы н _ в ы т к у _ р э к в э т _ гъэ _ ы т ԓ ё н _ ы н _ кы _ 
вытку ӄэквэтги	 в ы т к у _ ӄ _  э к в э т _ г _ и _ 
ярагты ынкъам ытԓыгын ӄынымӈыԓяквын аны ӈан эчги ёпынвыӈайык	 я р а _  г т ы _ ы н к ъ а м _ ы т ԓ ы г ы _ н _ ӄ ы н ы _  м ӈ ы ԓ я _  к _  в ы _ н _ а н ы _ ӈ а н _ э ч г и _ ё _  п ы н в ы _  ӈ а й ы к _ 
тыттэтгъи танӈармайӈын аны гапэнрыԓен умиԓгунэ ынӄо ԓыгэн	 т ы т т э т _ гъ _ и _ т а н ӈ а _  р _  м а й ӈ ы _  н _ а н ы _ г а _  п э н р ы _ ԓен _ у м и ԓ г у _  н э _ ы н ӄ о _ ԓ ы г э н _ 
эвыр ивнин танӈармайӈа умиԓгу аны гапэнрыԓен умиԓгунэ	 э в ы р _ и в _ ни _ н _ т а н ӈ а _  р _  м а й ӈ а _ у м и ԓ г у _ а н ы _ г а _  п э н р ы _ ԓен _ у м и ԓ г у _  н э _ 
ынӄо ԓыгэн эвыр ивнин танӈармайӈа умиԓгу аны ынраӄ моонэн пынԓёк танӈармайӈа ынӄо ивнин	 ы н ӄ о _ ԓ ы г э н _ э в ы р _ и в _ ни _ н _ т а н ӈ а _  р _  м а й ӈ а _ у м и ԓ г у _ а н ы _ ы н р а _ ӄ _ м о о _  н э _ н _ п ы н ԓ ё _  к _ т а н ӈ а _  р _  м а й _  ӈ а _ ы н ӄ о _ и в _ ни _ н _ 
умиԓгунэ танӈармайӈын чеӈэрым мытԓьувыԓгымык аны гамгоԓенат пойгыԓьатык таӈымъыԓёӈэт	 у м и ԓ г у _  н э _ т а н ӈ а _  р _  м а й ӈ ы _  н _ ч е ӈ _  э р ы м _ м ы т _  ԓ ь у _  в ы _ ԓгы _  м ы к _ а н ы _ г а _  м г о _  ԓ е н а _ т _ п о й г ы _ ԓьа _  т ы к _ т а ӈ _  ы м _ ъыԓё _ ӈэт _ 
гамаравԓенат инъэ моогъат маравкы	 г а _  м а р а в _ ԓена _ т _ и н ъ _ э _ м о о _  г ъ а _ т _ м а р а в _  к ы _ 
наӄам ёпынвыӈайкэн ԓявтыткын ныԓгинычьувӄин эрвъэӈэты ваԓьын таӈымъыԓёӈэт	 н а ӄ а м _ ё _  п ы н в ы _  ӈ а й _  к э н _ ԓ я в т ы _  т к ы н _ н ы _  ԓ г и _ ны _  ч ь у _  в _  ӄ и н _ э р в _  ъ э ӈ _  э т ы _ в а _ ԓьы _ н _ т а ӈ _  ы м _ ъыԓё _ ӈэт _ 
гапойгыԓьатԓенат умиԓгу ытри танӈармачьиӈын ԓюур воԓӄытвэма тэкэм	 г а _  п о й г ы _  ԓ ь а т _  ԓ е н а _ т _ у м и ԓ г у _ ы т р и _ т а н ӈ _  а р м а _ чь _  и ӈ ы _ н _ ԓ ю у р _ в о ԓ ӄ ы _ твэ _  м а _ т э к _ эм _ 
тиркытир нивтытвиӄин ынкы ԓюур почьакагыргык выквагъэ пойгырынрыянвыкэн поӄыткын	 т _  и р к ы т и р _ н _  и в т ы _ тви _ ӄин _ ы н _ кы _ ԓ ю у р _ п о ч ь а _  к а г ы р г ы _ к _ в ы к в а _  г ъ _ э _ п о й г ы _  р ы н р ы я н в ы _  к э н _ п о ӄ ы _ ткын _ 
танӈармачьиӈэн ынӄо ԓыгэн	 т а н ӈ _ арма _  ч ь и _  ӈ э н _ ы н ӄ о _ ԓ ы г э н _ 
эвыр пэӄэттатгъэ ынӄо иквъи энантэнмаквъэ энанмыгъэ энмэч	 э в ы р _ п э ӄ э т _  т а т _ гъэ _ ы н ӄ о _ и к _ въ _ и _ э н а н _  т э н _  м а к _ въ _ э _ э н а _  н м ы _  г ъ э _ э н м э ч _ 
ӄэнатаӈынмыгэ этки танӈыӈавыйӈа гагтойгым	 ӄ _  э н а _  т а _  ӈ _  ы н м ы _  г _ э _ э т _  к _ и _ т а н ӈ ы _  ӈ а в ы й _ ӈа _ г а _  г т о _  й г ы м _ 
майӈыпочьакагыргыԓьо ынӄо тымнэн умиԓгынэ танӈармайӈын ынӄэнына	 м а й ӈ ы _  п о ч ь а _  к а г ы р г ы _  ԓ ь о _ ы н ӄ о _ т ы м _ нэн _ у м и ԓ г ы _  н _  э _ т а н ӈ а _  р _  м а й ӈ ы _ н _ ы н ӄ э н ы _ н _ а _ 
танӈармайӈа танԓымынӄо ниниткэйвыӄинэт ӈэԓвыԓьыт	 т а н ӈ а _  р _  м а й _  ӈ а _ т а н ԓ ы м _ ынӄо _ н _  и н _  и т _  к э й в ы _  ӄ и н э _ т _ ӈ э ԓ в ы _ ԓьы _ т _ 
ынкъам ынанармачьо	 ы н к ъ а м _ ы н а н а р м а _  ч ь о _ 
нитӄин ынӄэнайӈын наӄам ынин маравратчыӈын ныԓгинымкыӄин коԓё ԓыгэгаймычьыԓьыйӈо гатваԓен ынӄэнайӈын миӈкыри ӄун танԓымынӄо гаӄороткоԓьатԓен чама маравтомга нинэпириԓьэтӄинэт ӈочьыткойпы	 н _  и т _ ӄин _ ы н ӄ э н а _  й ӈ ы _ н _ н а ӄ а м _ ы н _  и н _ м а р а в р а _  т ч ы _  ӈ ы _ н _ н ы _ ԓги _ ны _  м к ы _ ӄин _ к о ԓ ё _ ԓ ы г э _  г _ аймы _ чьы _  ԓ ь ы _  й ӈ о _ г а _ тва _ ԓен _ ы н ӄ э н а _  й ӈ ы _ н _ м и ӈ _ кы _ ри _ ӄ у н _ т а н ԓ ы м _ ынӄо _ г а _  ӄ о р о _  т к о _  ԓ ь а т _  ԓ е н _ ч а м а _ м а р а в _  т о м г _ а _ н _ инэ _  п и р и _  ԓ ь э т _  ӄ и н э _ т _ ӈ о ч ь ы _  т к о _  й п ы _ 
ачак ынӄэнына ганмыԓен умиԓгуӄэйынэ аны ынӄэн ынкы пойгыԓьанма	 а ч а _ к _ ы н ӄ э н ы _ н _ а _ г а _  н м ы _ ԓен _ у м и ԓ г у _  ӄ э й _  ы н _  э _ а н ы _ ы н ӄ э н _ ы н _ кы _ п о й г ы _  ԓ ь а _  н _  м а _ 
ымъыԓёӈэт гапаӈъэватычгатԓен	 ы м _ ъыԓё _ ӈэт _ г а _  п а ӈ ъ э в _  а т ы _  ч г _ ат _ ԓен _ 
танӈармачьын энмэч еԓычгын ганточгатԓен ныкэнчиӄыткуӄин	 т а н ӈ _ арма _  ч ь ы _ н _ э н м э ч _ е ԓ ы ч г ы _ н _ г а _  н т о _  ч г _ ат _ ԓен _ н ы _  к э н _  ч и ӄ ы _ тку _  ӄ и н _ 
ынӄо йъонэн ивтыԓ	 ы н ӄ о _ й ъ о _ нэ _ н _ и в т ы ԓ _ 
ваԓьын ытԓеӈи ынӄо ивнин ынинэԓьэ	 в а _  ԓ ь ы _ н _ ы т ԓ е _ ӈи _ ы н ӄ о _ и в _ ни _ н _ ы н и н э _ ԓь _ э _ 
ынӄо	 ы н ӄ о _ 
рагтыгъат гэнээԓьэ	 р а _  г т ы _ гъа _ т _ г э _  н э э ԓ ь _ э _ 
ынкы ӄэйыӄын паӈъэвӈытотвагъат гэтԓенъютэ ынӄо	 ы н _ кы _ ӄ э й ы ӄ ы _ н _ п а ӈ ъ э в _ ӈыто _  т в а _  г ъ а _ т _ г э _  т _  ԓ е н _  ъ ю т _ э _ ы н ӄ о _ 
эквэтгъэт	 э к в э т _  г ъ э _ т _ 
ны ынраӄ ынкы ныԓӄырирӄинэт ыргинэт	 ны _ ы н р а _ ӄ _ ы н _ кы _ н ы _  ԓ ӄ ы р и р _  ӄ и н э _ т _ ы р г и _ нэ _ т _ 
йъэԓгытомгыт ынкъам	 й ъ э _ ԓгытомгы _  т _ ы н к ъ а м _ 
ӄынвэр нэԓьунэт	 ӄ ы н в э р _ н э _  ԓ ь у _  н э _ т _ 
ыннэн йъэԓгытомгын ныԓгэнымԓыӄэн	 ы н н э н _ й ъ э _  ԓ г ы т о м г ы _ н _ н ы _  ԓ г э _ ны _ мԓы _ ӄэн _ 
ыниным нынны пэрӄыё ыргиным гыттэпычьын	 ы н и _ ным _ н ы н н ы _ п э р ӄ ы _  ё _ ы р г и _  н ы м _ г ы т _  т э п ы _ чьы _ н _ 
нытваӄэн ымы	 ны _  т в а _ ӄэн _ ы м ы _ 
ӄытԓыги энмэч ынин нынны вэтгавчьомыԓьо ытри	 ӄ ы т ԓ ы г и _ э н м э ч _ ы н _  и н _ н ы н н ы _ в э т г а в _  ч ь о _  м ы ԓ ь о _ ы т р и _ 
нытваӄэнат эннысӄыткынык пыкиргъэт ынкы ԓыгэн эвыр эԓкыԓнинэт вэтгавчьомыԓьона ытԓывъёт	 ны _  т в а _  ӄ э н а _ т _ э н _  н ы _  с ӄ ы _  т к ы н ы _ к _ п ы к и р _  г ъ э _ т _ ы н _ кы _ ԓ ы г э н _ э в ы р _ э ԓ к ы ԓ _ ни _  н э _ т _ в э т г а в _  ч ь о _  м ы ԓ ь о _  н _  а _ ы т ԓ ы в ъ ё _  т _ 
ивнинэт ынӄо ивнинэт вэтгавчьомыԓьона	 и в _ ни _  н э _ т _ ы н ӄ о _ и в _ ни _  н э _ т _ в э т г а в _  ч ь о _  м ы ԓ ь о _  н _  а _ 
энмэч пэтԓе рэпкирӈыт	 э н м э ч _ п э т ԓ _ е _ р э _  п к и р _  ӈ ы _  т _ 
рынноԓьыт аны ынкы	 р ы н н о ԓ ь ы _ т _ а н ы _ ы н _ кы _ 
гатэнмавԓенат маравынвэты ымы	 г а _  т э _ нм _ ав _  ԓ е н а _ т _ м а р а в ы н в э т ы _ ы м ы _ 
ынӄэн пэрӄыён томгымкычгын опопы гым виин ёпынвыӈаеты мыёпыԓӄэвык эквэтгъи	 ы н ӄ э н _ п э р ӄ ы ё _  н _ т о м г ы _  м к ы ч г ы _ н _ о п о п ы _ г ы м _ в и и н _ ё _  п ы н в ы _  ӈ а _  е т ы _ м ы ё _  п ы ԓ ӄ _  э в ы _  к _ э к в э т _  г ъ _ и _ 
умиԓгу ёпыԓӄэвынвэты аны	 у м и ԓ г у _ ё п ы ԓ ӄ _  э в ы н в э т ы _ а н ы _ 
ёпынвыӈайыткынык гаёпытваԓен ԓюур рай тэкэм тэркэвтытвэма мооԓьычгын ӈоонӄо ининигъи ынкы атчыгъэ тумгэӄэй	 ё _  п ы н в ы _  ӈ а й _  ы _  т к ы н ы _ к _ г а _  ё _  п ы т в а _ ԓен _ ԓ ю у р _ р а й _ т э к _ эм _ т э р к э в _  т ы _  т в э _  м а _ м о о _  ԓ ь ы _  ч г ы _ н _ ӈ о о н _  ӄ о _ и н _ ини _ гъ _ и _ ы н _ кы _ а т ч ы _ гъэ _ т у м г э _ ӄэй _ 
умиԓгу ԓюур ынкы тэкэм	 у м и ԓ г у _ ԓ ю у р _ ы н _ кы _ т э к _ эм _ 
ёпынвыӈайык ӄача вуԓӄытвининэт	 ё _  п ы н в ы _  ӈ а й ы к _ ӄ а ч а _ в у ԓ ӄ ы _ тви _  н и _  н э _ т _ 
мууԓьыт нкы гаманэгранпатԓенат ынӄо эчги тэӈвуԓӄытвигъи ӄытгъи манэграԓьэты аны	 м у у _  ԓ ь ы _ т _ н _  к ы _ г а _  м а н э г р а _  н _  п а т _  ԓ е н а _ т _ ы н ӄ о _ э ч г и _ т э ӈ _  в у ԓ ӄ ы _ тви _  г ъ _ и _ ӄ ы т _ гъ _ и _ м а н э _  г р а _  ԓ ь _ эты _ а н ы _ 
умиԓгунэ гачамэттаԓенат манэграԓьыт ӄынвэр пыкиргъи манэграԓьык	 у м и ԓ г у _  н э _ г а _  ч а м э т т а _ ԓена _ т _ м а н э _  г р а _  ԓ ь ы _  т _ ӄ ы н в э р _ п ы к и р _  г ъ _ и _ м а н э _  г р а _  ԓ ь ы _  к _ 
винвэӄэй ԓюнԓьутэ нынтыӄин эӄэԓьэ ԓюур ынкы вэнвыпаԓёмтэԓгъэ манэграгэӈкы ынкы нивӄинэт	 в и н в э _ ӄэй _ ԓ ю н ԓ ь у _ т _ э _ н ы _ нты _  ӄ и н _ э _  ӄ э ԓ _ ь _ э _ ԓ ю у р _ ы н _ кы _ в э н в ы _  п а ԓ ё _  м т э ԓ _  г ъ _  э _ м а н э _  г р а _  г э ӈ _  к ы _ ы н _ кы _ н _  и в _  ӄ и н э _ т _ 
ытри амыным атав игыр ныкитэ мынчамэттанат умиԓгун	 ы т р и _ а м _  ы н ы м _ а т а в _ и г ы р _ н ы _  к и т _ э _ м ы н _  ч а м э т т а _  н а _ т _ у м и ԓ г у н _ 
рэмкын ынӄэнат рынноԓьыт омэԓгона миӈкыри	 р э м к ы _ н _ ы н ӄ э н а _  т _ р ы н н о ԓ ь ы _ т _ о м э ԓ г о _  н а _ м и ӈ _ кы _ ри _ 
ӄун ынан ганмыԓен ыргин ынанармачьын танӈармайӈын эчгиым ынӈин ивыпԓыткугъэт	 ӄ у н _ ы н а н _ г а _  н м ы _ ԓен _ ы р г и н _ ы н а н а р м а _  ч ь ы _  н _ т а н ӈ а _  р _  м а й ӈ ы _ н _ э ч г и _  ы м _ ы н ӈ и н _ и в ы _ пԓытку _  г ъ э _ т _ 
эӄэԓьыт винвэӄэй	 э _  ӄ э ԓ ь ы _ т _ в и н в э _  ӄ э й _ 
эквэтгъи	 э к в э т _ гъ _ и _ 
ярагты ынӄо яраԓьыт	 я р а _  г т ы _ ы н ӄ о _ я р а _  ԓ ь ы _  т _ 
ивнинэт миӈкъым ԓьунэт эӄэԓьыт	 и в _ ни _  н э _ т _ м и ӈ _  к _ ъым _ ԓ ь у _  н э _  т _ э _ ӄэԓьы _ т _ 
ынӄо вэтгавчьомыԓьо иквъи	 ы н ӄ о _ в э т г а в _  ч ь о _  м ы ԓ ь о _ и к _ въ _ и _ 
ӄуттиым пытӄырымагты	 ӄ у т _ ти _ ым _ п ы т ӄ ы р ы м а _  г т ы _ 
натчынат	 н а _  т ч ы н а _  т _ 
ӈаԓгыԓ ӄэнъевык гаԓгатчыръоԓенат	 ӈ а ԓ _ гыԓ _ ӄ э н ъ е в ы _  к _ г а _  ԓ г а _  т ч ы _  р ъ о _ ԓена _ т _ 
гъыттъыма аны ԓюур нымгутыԓеӄинэт	 г _  ъ ы т т _  ъ ы м _  а _ а н ы _ ԓ ю у р _ н ы м г у т ы ԓ е _ ӄинэ _ т _ 
вусӄымчыку коԓё ныԓгинымэйыӈӄин мооԓьиӈын ныԓеӄин ӄанъявэчгэтты ԓюур эчги	 в у с ӄ ы м _ чыку _ к о ԓ ё _ н ы _ ԓги _ ны _  м э й ы ӈ _  ӄ и н _ м о о _ ԓь _  и ӈ ы _ н _ н ы _  ԓ е _ ӄин _ ӄ а н ъ я в э _  ч г э _  т т ы _ ԓ ю у р _ э ч г и _ 
ынанэвтыԓяӈӄач ваԓьакы мачгаԓяк ивтытԓьэтэ нъыттъытриԓынэт аны гиинъыттъыт гапэнрыткоԓенат	 ы н а н э в _  т ы ԓ я _  ӈ ӄ а ч _ в а _  ԓ ь а _  к ы _ м а ч _  г а ԓ я _ к _ и в т ы т ԓ ь э т _  э _ н _  ъ ы т т ъ ы т _  р и ԓ ы _  н э _ т _ а н ы _ г _  и и н ъ ы т т ъ ы _  т _ г а _  п э н р ы _ тко _ ԓена _ т _ 
моогты аны	 м о о _  г т ы _ а н ы _ 
гэръиԓеԓин мооԓьыйӈын ораыттъыёԓягты ынӄо	 г э _  р ъ и ԓ е _ ԓин _ м о о _  ԓ ь ы _  й ӈ ы _ н _ о р а ы т _  т ъ ы ё ԓ я _ гты _ ы н ӄ о _ 
намгогъан танԓымынӄо ыттъытриԓьюук аны	 н а м г о _  г ъ а _ н _ т а н ԓ ы м _ ынӄо _ ы т т ъ ы т _  р и ԓ ь ю у _  к _ а н ы _ 
ыттъыт гаӄоԓема	 ы т т ъ ы _  т _ г а _  ӄ о ԓ е _ ма _ 
гапэнрыткоръоԓенат	 г а _  п э н р ы _ тко _  р ъ о _ ԓена _ т _ 
ынкы мууриԓ гэкымъугчитԓин чинит ирвык	 ы н _ кы _ м у у р и ԓ _ г э _  к ы м ъ у _  г _  ч и т _ ԓин _ ч и н и т _ и р в ы _  к _ 
